Vanity,Destination Page URL (Final)
canada.ca/histoires-thermopompes,https://ressources-naturelles.canada.ca/efficacite-energetique/efficacite-energetique-maison/initiative-canadienne-maisons-plus-vertes/histoires-reussite-programme-conversion-abordable-mazout-thermopompe?utm_campaign=nrcan-rncan-histoires-thermopompes-25-26&utm_medium=vanity-url&utm_source=smo-campaign
canada.ca/planprotectionoceansemplois,https://tc.canada.ca/fr/campagnes/plan-protection-oceans/carrieres-qui-vous-rapprochent-cotes-voies-navigables-canada?utm_campaign=tc-opp-jobs-ppo-emplois-ongoing&utm_medium=vurl&utm_source=canada-ca-planprotectionoceansemplois
canada.ca/donationformppe,https://traveller-form.phac-aspc.gc.ca/index.php/812836?lang=en
canada.ca/formulairedonepi,https://traveller-form.phac-aspc.gc.ca/index.php/812836?lang=fr
canada.ca/cra-form-nr95,https://www.canada.ca/content/dam/cra-arc/formspubs/pbg/nr95/nr95-fill-18e.pdf?utm_campaign=not-applicable&utm_medium=vanity-url&utm_source=canada-ca_cra-form-nr95
canada.ca/arc-formulaire-nr95,https://www.canada.ca/content/dam/cra-arc/formspubs/pbg/nr95/nr95-fill-18f.pdf?utm_campaign=not-applicable&utm_medium=vanity-url&utm_source=canada-ca_arc-formulaire-nr95
canada.ca/true-donor-graphic,https://www.canada.ca/content/dam/cra-arc/serv-info/charities/true-donor-infographic-eng.pdf?utm_campaign=not-applicable&utm_medium=vanity-url&utm_source=canada-ca_true-donor-graphic
canada.ca/netherlands-75,https://www.canada.ca/en/canadian-heritage/campaigns/liberation-netherlands-75-1945-2020.html?utm_campaign=not-applicable&utm_medium=vanity-url&utm_source=canada-ca_netherlands-75
canada.ca/onlinenews,https://www.canada.ca/en/canadian-heritage/services/online-news.html?utm_campaign=not-applicable&utm_medium=vanity-url&utm_source=canada-ca_onlinenews
canada.ca/online-news,https://www.canada.ca/en/canadian-heritage/services/online-news.html?utm_campaign=not-applicable&utm_medium=vanity-url&utm_source=canada-ca_online-news
canada.ca/cra-annex-b-convention-canada-usa,https://www.canada.ca/en/department-finance/programs/tax-policy/tax-treaties/country/united-states-america-convention-consolidated-1980-1983-1984-1995-1997-2007/annex-b.html?utm_campaign=not-applicable&utm_medium=vanity-url&utm_source=canada-ca_cra-annex-b-convention-canada-usa
canada.ca/service-canada-info,https://www.canada.ca/en/employment-social-development/corporate/portfolio/service-canada.html?utm_campaign=not-applicable&utm_medium=vanity-url&utm_source=canada-ca_service-canada-info
canada.ca/crasupplementalunemploymentbenefit,https://www.canada.ca/en/employment-social-development/programs/ei/ei-list/ei-employers-supplemental-unemployment-benefit.html ?utm_campaign=not-applicable&utm_medium=vanity-url&utm_source=canada-ca_crasupplementalunemploymentbenefit
canada.ca/cra-supplemental-unemployment-benefit,https://www.canada.ca/en/employment-social-development/programs/ei/ei-list/ei-employers-supplemental-unemployment-benefit.html ?utm_campaign=not-applicable&utm_medium=vanity-url&utm_source=canada-ca_cra-supplemental-unemployment-benefit
canada.ca/craeducationalassistancepayments,https://www.canada.ca/en/employment-social-development/services/student-financial-aid/education-savings/resp/resp-promoters/infocapsules/eap.html?utm_campaign=not-applicable&utm_medium=vanity-url&utm_source=canada-ca_craeducationalassistancepayments
canada.ca/cra-educational-assistance-payments,https://www.canada.ca/en/employment-social-development/services/student-financial-aid/education-savings/resp/resp-promoters/infocapsules/eap.html?utm_campaign=not-applicable&utm_medium=vanity-url&utm_source=canada-ca_cra-educational-assistance-payments
canada.ca/canadian-citizenship,https://www.canada.ca/en/immigration-refugees-citizenship/services/canadian-citizenship/become-canadian-citizen/eligibility/already-citizen.html?utm_campaign=not-applicable&utm_medium=vanity-url&utm_source=canada-ca_canadian-citizenship
canada.ca/thankyou,https://www.canada.ca/en/report-problem/thankyou.html
canada.ca/cra,https://www.canada.ca/en/revenue-agency.html ?utm_campaign=not-applicable&utm_medium=vanity-url&utm_source=canada-ca_cra
canada.ca/revenue-agency,https://www.canada.ca/en/revenue-agency.html?utm_campaign=not-applicable&utm_medium=vanity-url&utm_source=canada-ca_revenue-agency
canada.ca/cra-indigenous-students,https://www.canada.ca/en/revenue-agency/campaigns/about-canada-revenue-agency-cra/canada-revenue-agency-hiring.html?utm_campaign=not-applicable&utm_medium=vanity-url&utm_source=canada-ca_cra-indigenous-students
canada.ca/cra-opportunity,https://www.canada.ca/en/revenue-agency/campaigns/about-canada-revenue-agency-cra/canada-revenue-agency-hiring-1.html?utm_campaign=not-applicable&utm_medium=vanity-url&utm_source=canada-ca_cra-opportunity
canada.ca/cra-marital-status,https://www.canada.ca/en/revenue-agency/campaigns/about-canada-revenue-agency-cra/common-law-married-separated-your-marital-status-changed-please-tell-canada-revenue-agency.html?utm_campaign=not-applicable&utm_medium=vanity-url&utm_source=canada-ca_cra-marital-status
canada.ca/guide-cra-marital-status,https://www.canada.ca/en/revenue-agency/campaigns/about-canada-revenue-agency-cra/common-law-married-separated-your-marital-status-changed-please-tell-canada-revenue-agency.html?utm_campaign=not-applicable&utm_medium=vanity-url&utm_source=canada-ca_guide-cra-marital-status
canada.ca/taxes-phoenix,https://www.canada.ca/en/revenue-agency/campaigns/about-canada-revenue-agency-cra/frequently-asked-questions-tax-implications-phoenix-payroll-issues.html?utm_campaign=not-applicable&utm_medium=vanity-url&utm_source=canada-ca_taxes-phoenix
canada.ca/cpp-enhancement-employers,https://www.canada.ca/en/revenue-agency/campaigns/business-cpp-enhancement.html?utm_campaign=not-applicable&utm_medium=vanity-url&utm_source=canada-ca_cpp-enhancement-employers
canada.ca/climateactionincentive,https://www.canada.ca/en/revenue-agency/campaigns/cai-payment.html?utm_campaign=not-applicable&utm_medium=vanity-url&utm_source=canada-ca_climateactionincentive
canada.ca/climate-action-incentive,https://www.canada.ca/en/revenue-agency/campaigns/cai-payment.html?utm_campaign=not-applicable&utm_medium=vanity-url&utm_source=canada-ca_climate-action-incentive
canada.ca/climateactionincentivepayment,https://www.canada.ca/en/revenue-agency/campaigns/cai-payment.html?utm_campaign=not-applicable&utm_medium=vanity-url&utm_source=canada-ca_climateactionincentivepayment
canada.ca/climate-action-incentive-payment,https://www.canada.ca/en/revenue-agency/campaigns/cai-payment.html?utm_campaign=not-applicable&utm_medium=vanity-url&utm_source=canada-ca_climate-action-incentive-payment
canada.ca/canada-child-benefit-indigenous,https://www.canada.ca/en/revenue-agency/campaigns/canada-child-benefit-indigenous.html?utm_campaign=not-applicable&utm_medium=vanity-url&utm_source=canada-ca_canada-child-benefit-indigenous
canada.ca/cannabis-excise,https://www.canada.ca/en/revenue-agency/campaigns/cannabis-taxation.html?utm_campaign=not-applicable&utm_medium=vanity-url&utm_source=canada-ca_cannabis-excise
canada.ca/cramailchanges,https://www.canada.ca/en/revenue-agency/campaigns/changes-from-paper-to-online-mail-for-some-benefit-recipients.html?utm_campaign=cra-arc-mail-courrier-25-26&utm_medium=vanity-url&utm_source=canada-ca_cramailchanges
canada.ca/cra-mail-changes,https://www.canada.ca/en/revenue-agency/campaigns/changes-from-paper-to-online-mail-for-some-benefit-recipients.html?utm_campaign=cra-arc-mail-courrier-25-26&utm_medium=vanity-url&utm_source=canada-ca_cra-mail-changes
canada.ca/cra-northern-consultations,https://www.canada.ca/en/revenue-agency/campaigns/consultations-northern-residents.html?utm_campaign=not-applicable&utm_medium=vanity-url&utm_source=canada-ca_cra-northern-consultations
canada.ca/guide-cra-coronavirus,https://www.canada.ca/en/revenue-agency/campaigns/covid-19-update.html?utm_campaign=not-applicable&utm_medium=vanity-url&utm_source=canada-ca_guide-cra-coronavirus
canada.ca/employer-provided-benefits,https://www.canada.ca/en/revenue-agency/campaigns/covid-19-update/covid-19-benefits-credits-support-payments/employer-provided-benefits.html?utm_campaign=not-applicable&utm_medium=vanity-url&utm_source=canada-ca_employer-provided-benefits
canada.ca/cra-resuming-activities,https://www.canada.ca/en/revenue-agency/campaigns/covid-19-update/covid-19-business-resumption.html?utm_campaign=not-applicable&utm_medium=vanity-url&utm_source=canada-ca_cra-resuming-activities
canada.ca/tax-guidelines-indigenous-covid19,https://www.canada.ca/en/revenue-agency/campaigns/covid-19-update/guidance-application-indian-act-exemption.html?utm_campaign=not-applicable&utm_medium=vanity-url&utm_source=canada-ca_tax-guidelines-indigenous-covid19
canada.ca/cra-international-waivers-certificates-compliance,https://www.canada.ca/en/revenue-agency/campaigns/covid-19-update/international-waiver-compliance-certificate.html?utm_campaign=not-applicable&utm_medium=vanity-url&utm_source=canada-ca_cra-international-waivers-certificates-compliance
canada.ca/cra-coronavirus-employers,https://www.canada.ca/en/revenue-agency/campaigns/covid-19-update/support-employers-cra-covid-19.html?utm_campaign=not-applicable&utm_medium=vanity-url&utm_source=canada-ca_cra-coronavirus-employers
canada.ca/cpp-enhancement-employees,https://www.canada.ca/en/revenue-agency/campaigns/cpp-enhancement-employees.html?utm_campaign=not-applicable&utm_medium=vanity-url&utm_source=canada-ca_cpp-enhancement-employees
canada.ca/cpp-enhancement-self-employed,https://www.canada.ca/en/revenue-agency/campaigns/cpp-enhancement-self-employed.html?utm_campaign=not-applicable&utm_medium=vanity-url&utm_source=canada-ca_cpp-enhancement-self-employed
canada.ca/cra-biz-app,https://www.canada.ca/en/revenue-agency/campaigns/cra-bizapp.html?utm_campaign=not-applicable&utm_medium=vanity-url&utm_source=canada-ca_cra-biz-app
canada.ca/housingcra,https://www.canada.ca/en/revenue-agency/campaigns/cra-guide-taxes-housing-benefits.html?utm_campaign=not-applicable&utm_medium=vanity-url&utm_source=canada-ca_housingcra
canada.ca/housing-cra,https://www.canada.ca/en/revenue-agency/campaigns/cra-guide-taxes-housing-benefits.html?utm_campaign=not-applicable&utm_medium=vanity-url&utm_source=canada-ca_housing-cra
canada.ca/cra-new-parent,https://www.canada.ca/en/revenue-agency/campaigns/cra-new-family.html?utm_campaign=not-applicable&utm_medium=vanity-url&utm_source=canada-ca_cra-new-parent
canada.ca/craserviceconsultations,https://www.canada.ca/en/revenue-agency/campaigns/cra-service-consultations-2024.html?utm_campaign=cra-arc-sc-cs-24-25&utm_medium=vanity-url&utm_source=canada-ca_craserviceconsultations
canada.ca/cra-service-consultations,https://www.canada.ca/en/revenue-agency/campaigns/cra-service-consultations-2024.html?utm_campaign=cra-arc-sc-cs-24-25&utm_medium=vanity-url&utm_source=canada-ca_cra-service-consultations
canada.ca/income-tax-telephone-service,https://www.canada.ca/en/revenue-agency/campaigns/dedicated-telephone-service.html?utm_campaign=not-applicable&utm_medium=vanity-url&utm_source=canada-ca_income-tax-telephone-service
canada.ca/trustaccountexamination,https://www.canada.ca/en/revenue-agency/campaigns/educational-trust-accounts-reviews.html?utm_campaign=cra-arc-trustaexam-examenfiducie-24-25&utm_medium=vanity-url&utm_source=canada-ca_trustaccountexamination
canada.ca/trust-account-examination,https://www.canada.ca/en/revenue-agency/campaigns/educational-trust-accounts-reviews.html?utm_campaign=cra-arc-trustaexam-examenfiducie-24-25&utm_medium=vanity-url&utm_source=canada-ca_trust-account-examination
canada.ca/edu-trust-review,https://www.canada.ca/en/revenue-agency/campaigns/educational-trust-accounts-reviews.html?utm_campaign=not-applicable&utm_medium=vanity-url&utm_source=canada-ca_edu-trust-review
canada.ca/everydollarcounts,https://www.canada.ca/en/revenue-agency/campaigns/every-dollar-counts.html?utm_campaign=not-applicable&utm_medium=vanity-url&utm_source=canada-ca_everydollarcounts
canada.ca/every-dollar-counts,https://www.canada.ca/en/revenue-agency/campaigns/every-dollar-counts.html?utm_campaign=not-applicable&utm_medium=vanity-url&utm_source=canada-ca_every-dollar-counts
canada.ca/mybenefitsandcredits,https://www.canada.ca/en/revenue-agency/campaigns/every-dollar-counts.html?utm_campaign=not-applicable&utm_medium=vanity-url&utm_source=canada-ca_mybenefitsandcredits
canada.ca/my-benefits-and-credits,https://www.canada.ca/en/revenue-agency/campaigns/every-dollar-counts.html?utm_campaign=not-applicable&utm_medium=vanity-url&utm_source=canada-ca_my-benefits-and-credits
canada.ca/file-my-return,https://www.canada.ca/en/revenue-agency/campaigns/file-my-return.html?utm_campaign=not-applicable&utm_medium=vanity-url&utm_source=canada-ca_file-my-return
canada.ca/guide-file-my-return,https://www.canada.ca/en/revenue-agency/campaigns/file-my-return.html?utm_campaign=not-applicable&utm_medium=vanity-url&utm_source=canada-ca_guide-file-my-return
canada.ca/bescamsmart,https://www.canada.ca/en/revenue-agency/campaigns/fraud-scams.html?utm_campaign=not-applicable&utm_medium=vanity-url&utm_source=canada-ca_bescamsmart
canada.ca/be-scam-smart,https://www.canada.ca/en/revenue-agency/campaigns/fraud-scams.html?utm_campaign=not-applicable&utm_medium=vanity-url&utm_source=canada-ca_be-scam-smart
canada.ca/guide-fraud-prevention,https://www.canada.ca/en/revenue-agency/campaigns/fraud-scams.html?utm_campaign=not-applicable&utm_medium=vanity-url&utm_source=canada-ca_guide-fraud-prevention
canada.ca/gst-one-time-payment,https://www.canada.ca/en/revenue-agency/campaigns/gst-credit-one-time-payment-2022.html ?utm_campaign=not-applicable&utm_medium=vanity-url&utm_source=canada-ca_gst-one-time-payment
canada.ca/gstonetimepayment,https://www.canada.ca/en/revenue-agency/campaigns/gst-credit-one-time-payment-2022.html?utm_campaign=not-applicable&utm_medium=vanity-url&utm_source=canada-ca_gstonetimepayment
canada.ca/taxes-reviews,https://www.canada.ca/en/revenue-agency/campaigns/income-tax-review.html?utm_campaign=not-applicable&utm_medium=vanity-url&utm_source=canada-ca_taxes-reviews
canada.ca/mpkit-fraud,https://www.canada.ca/en/revenue-agency/campaigns/information-kit-tax-related-scams-fraud.html?utm_campaign=not-applicable&utm_medium=vanity-url&utm_source=canada-ca_mpkit-fraud
canada.ca/cra-update-address,https://www.canada.ca/en/revenue-agency/campaigns/moving-tell-the-cra.html?utm_campaign=not-applicable&utm_medium=vanity-url&utm_source=canada-ca_cra-update-address
canada.ca/taxes-back-on-track,https://www.canada.ca/en/revenue-agency/campaigns/need-help.html?utm_campaign=not-applicable&utm_medium=vanity-url&utm_source=canada-ca_taxes-back-on-track
canada.ca/cra-champ,https://www.canada.ca/en/revenue-agency/campaigns/new-services-charities-my-business-account.html?utm_campaign=not-applicable&utm_medium=vanity-url&utm_source=canada-ca_cra-champ
canada.ca/non-resident-tax-account,https://www.canada.ca/en/revenue-agency/campaigns/non-resident-tax-obligation.html?utm_campaign=not-applicable&utm_medium=vanity-url&utm_source=canada-ca_non-resident-tax-account
canada.ca/easy-payments,https://www.canada.ca/en/revenue-agency/campaigns/paying-taxes-online-easier.html?utm_campaign=not-applicable&utm_medium=vanity-url&utm_source=canada-ca_easy-payments
canada.ca/payment-on-filing,https://www.canada.ca/en/revenue-agency/campaigns/payment-on-filing.html?utm_campaign=not-applicable&utm_medium=vanity-url&utm_source=canada-ca_payment-on-filing
canada.ca/report-offshore-tax-cheating,https://www.canada.ca/en/revenue-agency/campaigns/pay-report-international-tax-cheating.html?utm_campaign=not-applicable&utm_medium=vanity-url&utm_source=canada-ca_report-offshore-tax-cheating
canada.ca/cra-people-first,https://www.canada.ca/en/revenue-agency/campaigns/putting-people-first-cra.html?utm_campaign=not-applicable&utm_medium=vanity-url&utm_source=canada-ca_cra-people-first
canada.ca/guide-cra-putting-people-first,https://www.canada.ca/en/revenue-agency/campaigns/putting-people-first-cra.html?utm_campaign=not-applicable&utm_medium=vanity-url&utm_source=canada-ca_guide-cra-putting-people-first
canada.ca/cra-report-real-estate-income,https://www.canada.ca/en/revenue-agency/campaigns/report-your-real-estate-income.html?utm_campaign=not-applicable&utm_medium=vanity-url&utm_source=canada-ca_cra-report-real-estate-income
canada.ca/real-estate-income,https://www.canada.ca/en/revenue-agency/campaigns/report-your-real-estate-income.html?utm_campaign=not-applicable&utm_medium=vanity-url&utm_source=canada-ca_real-estate-income
canada.ca/cra-serving-canadians-better,https://www.canada.ca/en/revenue-agency/campaigns/serving-canadians-better-cra.html?utm_campaign=not-applicable&utm_medium=vanity-url&utm_source=canada-ca_cra-serving-canadians-better
canada.ca/serving-canadians-better-cra,https://www.canada.ca/en/revenue-agency/campaigns/serving-canadians-better-cra.html?utm_campaign=not-applicable&utm_medium=vanity-url&utm_source=canada-ca_serving-canadians-better-cra
canada.ca/simplefile,https://www.canada.ca/en/revenue-agency/campaigns/simplefile-by-phone.html?utm_campaign=cra-arc-simplefile-declarersimplement-2024&utm_medium=vanity-url&utm_source=canada-ca_simplefile
canada.ca/simplefilepilot,https://www.canada.ca/en/revenue-agency/campaigns/simplefile-pilot.html?utm_campaign=cra-arc-sf-pilot-ds-pilote-24-25&utm_medium=vanity-url&utm_source=canada-ca_simplefilepilot
canada.ca/simplefile-pilot,https://www.canada.ca/en/revenue-agency/campaigns/simplefile-pilot.html?utm_campaign=cra-arc-sf-pilot-ds-pilote-24-25&utm_medium=vanity-url&utm_source=canada-ca_simplefile-pilot
canada.ca/liaison-sred-service,https://www.canada.ca/en/revenue-agency/campaigns/small-business-tax-help.html?utm_campaign=not-applicable&utm_medium=vanity-url&utm_source=canada-ca_liaison-sred-service
canada.ca/lop-biomed,https://www.canada.ca/en/revenue-agency/campaigns/small-business-tax-help.html?utm_campaign=not-applicable&utm_medium=vanity-url&utm_source=canada-ca_lop-biomed
canada.ca/lop-cleantech,https://www.canada.ca/en/revenue-agency/campaigns/small-business-tax-help.html?utm_campaign=not-applicable&utm_medium=vanity-url&utm_source=canada-ca_lop-cleantech
canada.ca/taxes-get-ready,https://www.canada.ca/en/revenue-agency/campaigns/taxes-get-ready.html
canada.ca/guide-taxes-get-ready,https://www.canada.ca/en/revenue-agency/campaigns/taxes-get-ready.html?utm_campaign=not-applicable&utm_medium=vanity-url&utm_source=canada-ca_guide-taxes-get-ready
canada.ca/readyfortaxes,https://www.canada.ca/en/revenue-agency/campaigns/taxes-get-ready.html?utm_campaign=not-applicable&utm_medium=vanity-url&utm_source=canada-ca_readyfortaxes
